[22/01/20 09:10:04] @elonmusk - RT by @_Bergelmir_: Cancel Cancel Culture! (Tue 09:35:23) https://twitter.com/elonmusk/status/1262783922708058113
[22/01/20 15:20:14] @elonmusk - RT by @_Bergelmir_: Cancel Cancel Culture! (Tue 09:35:23) https://twitter.com/elonmusk/status/1262783922708058113
[22/02/05 13:10:04] @elonmusk - RT by @_Bergelmir_:  (Sat 12:19:53) http://twitter.com/elonmusk/status/1490057614436282383
[23/04/12 10:36:05] @elonmusk - RT @MailOnline - Elon Musk DESTROYS ill-prepared BBC reporter in car-crash interview https://t.co/pmI7xTgOfF https://t.co/Gtnx9rB389  (Wed 10:34:52) https://twitter.com/MailOnline/status/1646199782891831313
[23/04/12 14:18:16] @elonmusk - RT @SpaceX - Starlink ahora está disponible en El Salvador → https://t.co/slZbTmZmAt https://t.co/o2UfNXwvVA  (Wed 14:16:19) https://twitter.com/SpaceX/status/1646260782940975104
[23/04/12 20:57:02] @elonmusk - RT @TexasLindsay_ - @elonmusk @zerohedge PBS begging on twitter over the years to have people support their federal funding. https://t.co/WQUJndUwsj  (Wed 20:54:33) https://twitter.com/TexasLindsay_/status/1646360238625357825
[23/04/13 18:27:06] @elonmusk - RT @TwitterWrite - We’re making improvements to the writing and reading experience on Twitter! Starting today, Twitter now supports Tweets up to 10,000 characters in length, with bold and italic text formatting. Sign up for Twitter Blue to access these new features, and apply to enable… https://t.co/eifDCsJgZm	 (Thu 18:25:15) https://twitter.com/TwitterWrite/status/1646674962055565319
[23/04/13 23:42:05] @elonmusk - RT @SpaceX - Watch Falcon 9 launch 51 spacecraft to orbit → https://t.co/bJFjLCiTbK https://t.co/GcSXWaBXcJ  (Thu 23:39:36) https://twitter.com/SpaceX/status/1646764204526039040
[23/04/14 12:48:05] @elonmusk - RT @SpaceX - After 30 days docked to the @space_station, the Dragon spacecraft supporting SpaceX’s 27th commercial resupply mission for @NASA will undock from the orbiting lab tomorrow at 11:05 a.m. ET. Watch live beginning at ~10:45 a.m. ET → https://t.co/regErholIP https://t.co/K5ZMZpU38U  (Fri 12:46:53) https://twitter.com/SpaceX/status/1646899609174941696
[23/04/14 16:45:07] @elonmusk - RT @CommunityNotes - It also means that people who consistently write not helpful notes will more quickly have writing ability locked, and have to earn it back.  (Fri 16:43:46) https://twitter.com/CommunityNotes/status/1647021209476018177
[23/04/14 16:45:09] @elonmusk - RT @CommunityNotes - We’re rolling out an update that better identifies notes that are broadly found not helpful. This boosts the average quality of notes contributors see and rate, making better use of their time and energy.  (Fri 16:43:32) https://twitter.com/CommunityNotes/status/1647021207563431936
[23/04/14 17:03:03] @elonmusk - RT @TitterDaily - NEWS: Verified Organizations are now available globally. Subscription includes features - Premium Support, - Impersonation Defense, - Custom Profiles, - Verification Management - All Features of Twitter Blue https://t.co/HIvCSG3G2A  (Fri 17:02:23) https://twitter.com/TitterDaily/status/1646970115945123861
[23/04/14 22:30:07] @elonmusk - RT @Tesla - Tesla Mobile Connector lets you charge your Tesla anywhere there’s a power outlet https://t.co/zzYA8tlsJM  (Fri 22:29:35) https://twitter.com/Tesla/status/1646234955419090947
[23/04/14 22:30:09] @elonmusk - RT @Tesla - Minimal maintenance = less $ vs comparable ICE vehicles https://t.co/hAGV3jxABw  (Fri 22:29:27) https://twitter.com/Tesla/status/1646267383231684613
[23/04/14 22:30:11] @elonmusk - RT @SpaceX - New T-0 of 11:48 p.m. PT for tonight’s launch of Transporter-7; weather is looking good for liftoff  (Fri 22:28:56) https://twitter.com/SpaceX/status/1647109354670403590
[23/04/14 23:57:02] @elonmusk - RT @SpaceX - Stage separation confirmed https://t.co/VKoLzjzVv2	 (Fri 23:56:23) https://twitter.com/SpaceX/status/1647130493723496448
[23/04/14 23:57:04] @elonmusk - RT @SpaceX - Liftoff! https://t.co/oDuGFqoiDL  (Fri 23:56:13) https://twitter.com/SpaceX/status/1647129881753575426
[23/04/15 08:06:07] @elonmusk - RT @SpaceX - Falcon 9 launches SpaceX’s seventh dedicated rideshare mission https://t.co/p3pPQsz2X3  (Sat 08:04:12) https://twitter.com/SpaceX/status/1647173255743291393
[23/04/15 09:54:13] @elonmusk - RT @NASA - LIVE: @SpaceX's #CRS27 cargo mission is scheduled to undock from the @Space_Station at 11:05am ET (1505 UTC) today. Learn more about the @ISS_Research it's bringing back to Earth: https://t.co/e6ZtbTjTTX https://t.co/UFwD7anJOK	(Sat 09:51:16) https://twitter.com/NASA/status/1647249835823869954
[23/04/15 13:12:11] @elonmusk - RT @SpaceX - Dragon’s trunk has separated and the de-orbit burn is underway  (Sat 13:09:51) https://twitter.com/SpaceX/status/1647331358677807104
[23/04/15 14:03:03] @elonmusk - RT @SpaceX - Dragon’s four main parachutes have deployed  (Sat 14:00:11) https://twitter.com/SpaceX/status/1647343027248037888
[23/04/15 16:09:03] @elonmusk - RT @SpaceX - Starship fully stacked at Starbase https://t.co/UW4V3ZRcLR	 (Sat 16:06:17) https://twitter.com/SpaceX/status/1647366817361596416
[23/04/16 07:12:12] @elonmusk - RT @SpaceX - Teams are completing final checkouts and reviews ahead of Starship’s first flight test attempt; weather is looking pretty good for tomorrow morning but we're keeping an eye on wind shear https://t.co/bG5tsCUanp https://t.co/uutSyk93O5	 (Sun 07:09:37) https://twitter.com/SpaceX/status/1647601303634460674
[23/04/16 15:27:04] @elonmusk - RT @SpaceX - Starship's flight test window opens at 7:00 a.m. CT tomorrow; a live webcast will begin ~45 minutes before liftoff → https://t.co/bG5tsCUanp https://t.co/mBGaFNwhaU  (Sun 15:23:56) https://twitter.com/SpaceX/status/1647655398957268992
[23/04/16 18:15:10] @elonmusk - RT @SpaceX - T-12 hours until the first flight test of a fully integrated Starship and Super Heavy rocket; targeting ~8:00 a.m. CT for liftoff → https://t.co/bJFjLCilmc https://t.co/dZTNuOnKPr  (Sun 18:12:05) https://twitter.com/SpaceX/status/1647767704177192961
[23/04/17 04:54:09] @elonmusk - RT @SpaceX - As we venture into new territory, we continue to appreciate all of the support and encouragement we have received from those who share our vision of a future where humanity is out exploring among the stars!  (Mon 04:53:11) https://twitter.com/SpaceX/status/1647928789782106112
[23/04/17 04:54:11] @elonmusk - RT @SpaceX - The Starship team is go for prop load. Now targeting 8:20 a.m. CT→ https://t.co/bJFjLCiTbK https://t.co/8oRkmzwRRf	 (Mon 04:53:07) https://twitter.com/SpaceX/status/1647927958273941505
[23/04/17 09:48:09] @elonmusk - RT @TwitterSafety - We will continue to remove illegal content and suspend bad actors from our platform. We’re committed to increasing transparency around our moderation actions, and we’ll continue to share updates on our progress. You can learn more about our various enforcement actions here:… https://t.co/kXY5pGMb3B	 (Mon 09:45:13) https://twitter.com/TwitterSafety/status/1647996886131900417
[23/04/17 09:48:11] @elonmusk - RT @TwitterSafety - We may get it wrong occasionally, so authors will be able to submit feedback on the label if they think we incorrectly limited their content’s visibility. In the future, we plan to allow authors to appeal our decision to limit a Tweet’s visibility.  (Mon 09:45:11) https://twitter.com/TwitterSafety/status/1647996746100867074
[23/04/17 09:48:13] @elonmusk - RT @TwitterSafety - These actions will be taken at a tweet level only and will not affect a user’s account. Restricting the reach of Tweets helps reduce binary “leave up versus take down” content moderation decisions and supports our freedom of speech vs freedom of reach approach.  (Mon 09:45:07) https://twitter.com/TwitterSafety/status/1647996695328833544
[23/04/17 09:48:15] @elonmusk - RT @TwitterSafety - We’re adding more transparency to the enforcement actions we take on Tweets. As a first step, soon you’ll start to see labels on some Tweets identified as potentially violating our rules around Hateful Conduct letting you know that we’ve limited their visibility. 🧵… https://t.co/uIUa0repWu	 (Mon 09:45:03) https://twitter.com/TwitterSafety/status/1647996597211484160
[23/04/17 15:57:03] @elonmusk - RT @SpaceX - Teams are working towards Thursday, April 20 for the first flight test of a fully integrated Starship and Super Heavy rocket → https://t.co/bG5tsCUanp https://t.co/umcqhJCGai  (Mon 15:54:29) https://twitter.com/SpaceX/status/1648092752893313024
[23/04/18 11:54:04] @elonmusk - RT @Tesla - Tesla Q1 Earnings Call and Q&A → https://t.co/THWUwxgvYT  (Tue 11:51:56) https://twitter.com/Tesla/status/1648355635980009472
[23/04/18 20:15:09] @elonmusk - RT @SpaceX - Boats of all sizes can now get high-speed connectivity on waters all around the world, including lakes, seas, and oceans. New Starlink Maritime plans available → https://t.co/Qa48wjgWjn https://t.co/Zfree42Mee	(Tue 20:13:08) https://twitter.com/SpaceX/status/1648471625841676288
[23/04/19 07:30:09] @elonmusk - RT @SpaceX - Watch Falcon 9 launch 21 Starlink satellites to orbit → https://t.co/bJFjLCiTbK https://t.co/yFnnLe2tzj  (Wed 07:27:20) https://twitter.com/SpaceX/status/1648694181311942656
[23/04/19 07:36:07] @elonmusk - RT @SpaceX - Liftoff! https://t.co/G967Qn865f  (Wed 07:33:43) https://twitter.com/SpaceX/status/1648695960657334275
[23/04/19 07:45:04] @elonmusk - RT @SpaceX - Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship https://t.co/0AeVWNBP3t	 (Wed 07:42:20) https://twitter.com/SpaceX/status/1648698125614477312
[23/04/19 21:15:08] @elonmusk - RT @SpaceX - Starship at sunset https://t.co/X7FZE8A20G	 (Wed 21:13:55) https://twitter.com/SpaceX/status/1648894685681954821
[23/04/20 05:42:10] @elonmusk - RT @SpaceX - The Starship team is go for prop load; team is keeping an eye on the weather → https://t.co/bJFjLCiTbK https://t.co/oNNewQfeYT  (Thu 05:39:02) https://twitter.com/SpaceX/status/1649012769906368514
[23/04/20 05:57:04] @elonmusk - RT @SpaceX - Watch Starship’s first integrated flight test → https://t.co/bJFjLCiTbK https://t.co/14MZeMTApK  (Thu 05:56:20) https://twitter.com/SpaceX/status/1649033533846097927
[23/04/20 06:57:02] @elonmusk - RT @SpaceX - Liftoff of Starship! https://t.co/4t8mRP37Gp  (Thu 06:54:05) https://twitter.com/SpaceX/status/1649043715686793218
[23/04/20 10:15:05] @elonmusk - RT @SpaceX - First fully integrated Starship lifting off for the first time! https://t.co/FlK3Rbgvmi  (Thu 10:12:36) https://twitter.com/SpaceX/status/1649089801797378048
[23/04/20 10:15:07] @elonmusk - RT @SpaceX - Liftoff from Starbase https://t.co/rgpc2XO7Z9  (Thu 10:12:24) https://twitter.com/SpaceX/status/1649097087248891904
[23/04/20 14:48:06] @elonmusk - RT @NASAAstrobio - In a short time, @NASAWebb has revealed new info about the composition & atmospheres of @NASAExoplanets, while continuing to perfect techniques that we'll need to identify habitable worlds outside our own. Peruse some unexpected findings discovered so far: https://t.co/vSQIh7QKqR https://t.co/bbRy5ueXpC  (Thu 14:46:21) https://twitter.com/NASAAstrobio/status/1649115097896189964
[23/04/21 14:06:05] @elonmusk - RT @CommunityNotes - More Community Notes! Today’s new algorithm update boosts the number of Helpful notes by 10%+. It builds on last week’s change that uses confidence scores to identify notes that are broadly found helpful with high precision. https://t.co/lHUylN4NWD https://t.co/VanfWZIDzO  (Fri 14:05:11) https://twitter.com/CommunityNotes/status/1649473048947597312
[23/04/21 16:48:10] @elonmusk - RT @Twitter - Creators can now sign up and earn a living directly on Twitter in the EU, UK, and EEA. Tap on “Monetization” in settings to apply today. For a full list of available countries see our Help Center: https://t.co/YbBw0EVKqJ  (Fri 16:47:08) https://twitter.com/Twitter/status/1649507477325488131
[23/04/22 08:45:09] @elonmusk - RT @Tesla - Every vehicle we sell, battery we install & solar panel we add moves the needle in the direction of a sustainable future. Thank you to the Tesla team, customers & supporters for bringing us closer to our goal! Happy Earth Day 🌎💙 https://t.co/3fTCY1k9OL  (Sat 08:43:51) https://twitter.com/Tesla/status/1649792204347437056
[23/04/22 22:33:03] @elonmusk - RT @GailAlfarATX - FIRST STARSHIP LAUNCH. 3 PEOPLE SHARE THEIR EXPERIENCES. (April 22, 2023) S. Padre Island, Texas I wanted to write about my first rocket launch. I realized that to best write for you, I had to talk to other people about their experiences. I’m sharing with you some of the… https://t.co/KsN77phtaY https://t.co/zApRhAzZne  (Sat 22:32:31) https://twitter.com/GailAlfarATX/status/1649968425182146560
[23/04/23 08:54:03] @elonmusk - RT @SpaceX - More photos from the first flight test of a fully integrated Starship and Super Heavy rocket https://t.co/tnd6Vkw5uR  (Sun 08:52:05) https://twitter.com/SpaceX/status/1650165156729569280
[23/04/24 14:33:06] @elonmusk - RT @TwitterSafety - 🚫Censorship 🚫Shadowbanning ✅Freedom of speech, not reach. Our new labels are now live. https://t.co/a0nTyPSZWY  (Mon 14:32:16) https://twitter.com/TwitterSafety/status/1650610481751523329
[23/04/24 15:30:08] @elonmusk - RT @EdKrassen - Given the moves by Fox and CNN news today with the firings of Don Lemon and Tucker Carlson, I think what we have is mainstream media realizing that change is needed. People don't want to be mislead by news stations. They also don't want misogynistic viewpoints to flourish. As… https://t.co/9ZOEw3ZyGH https://t.co/BTrCCvnpV6  (Mon 15:29:02) https://twitter.com/EdKrassen/status/1650592805507547137
[23/04/25 13:30:10] @elonmusk - RT @TwitterSafety - Transparency is fundamental to everything we do at Twitter. As we review our approach to transparency reporting for the future, today we’re publishing our 21st report, with data on our policy enforcement for the first half of 2022. Read more here: https://t.co/AxXXXWUzEV  (Tue 13:26:44) https://twitter.com/TwitterSafety/status/1650952198451499008
[23/04/29 09:15:05] @elonmusk - RT @elektrotimmy - While other car manufacturers struggle with updates, Tesla continuously improves its fleet and features. With its latest update, AEB now works in reverse and up to 124 mph (200 km/h). https://t.co/0xTmAtRNyH  (Sat 09:13:08) https://twitter.com/elektrotimmy/status/1652335462688735233
[23/04/29 09:15:07] @elonmusk - RT @elektrotimmy - Imagine the countless lives we could save if more people drove Teslas. With safety as a top priority, Tesla is leading the charge towards a safer future on our roads. https://t.co/RcTDY5wpQX  (Sat 09:13:02) https://twitter.com/elektrotimmy/status/1652319417538162692
[23/04/29 09:15:09] @elonmusk - RT @elektrotimmy - Not all active safety systems are created equal. Even within the 5-star category, there can be considerable differences in the effectiveness of assistance systems like AEB. https://t.co/yxY0bH2HtD	 (Sat 09:12:58) https://twitter.com/elektrotimmy/status/1652319408201539586
[23/04/30 09:00:07] @elonmusk - RT @Tesla - Your Tesla can automatically navigate to destinations based on your calendar https://t.co/geWybKMpbF  (Sun 08:59:10) https://twitter.com/Tesla/status/1651575609783361540
[23/04/30 14:33:07] @elonmusk - RT @Tesla - Model Y AWD is the most efficient electric SUV ever built https://t.co/q7iseDodPT  (Sun 14:32:35) https://twitter.com/Tesla/status/1652778025606598657
[23/05/01 09:42:04] @elonmusk - RT @TeslaCharging - How it started:			  How it's going: https://t.co/oBCIGwNEnk  (Mon 09:39:53) https://twitter.com/TeslaCharging/status/1653067774586134529
[23/05/03 18:48:06] @elonmusk - RT @boringcompany - Vegas Loop is expanding - 65 miles and 69 stations! Thanks to @ClarkCountyNV for the great partnership. https://t.co/1vMU7Ha0mn  (Wed 18:45:50) https://twitter.com/boringcompany/status/1653936706373189633
[23/05/04 13:15:07] @elonmusk - RT @CommunityNotes - ¡Notas de la Comunidad sigue creciendo! Bienvenidos a los contribuyentes de 🇦🇷Argentina, 🇨🇱Chile, 🇨🇴Colombia, 🇪🇨Ecuador, 🇬🇹Guatemala, 🇵🇪Perú y 🇻🇪Venezuela 👋  (Thu 13:13:04) https://twitter.com/CommunityNotes/status/1654211825532276737
[23/05/04 23:30:07] @elonmusk - RT @Tesla - Model S Plaid track pack coming soon https://t.co/JCDzSTooxh https://t.co/a2YtxnVu22  (Thu 23:27:17) https://twitter.com/Tesla/status/1654160524374835212
[23/05/05 11:57:04] @elonmusk - RT @Starlink - When you walk on to a plane with Starlink, the internet just works – it's that simple https://t.co/N6dkOpuSG1  (Fri 11:55:48) https://twitter.com/Starlink/status/1654554523992727555
[23/05/05 15:15:06] @elonmusk - RT @Starlink - Starlink is self-orienting and connects in minutes as long as it has a clear view of the sky. Open the Starlink App to check for any obstructions 🐈🐈🐈🐈🐈 https://t.co/TjTdhdjT3U  (Fri 15:11:52) https://twitter.com/Starlink/status/1654609577835626496
[23/05/05 20:48:09] @elonmusk - RT @Starlink - Thank you to our 1.5M+ customers around the world! 🛰🌎❤️ https://t.co/SDEyQ3RB5i	(Fri 20:45:34) https://twitter.com/Starlink/status/1654673695007457280
[23/05/07 02:57:04] @elonmusk - RT @AIFutureDesign - “A new philosophy of the future is needed. I believe it should be curiosity about the Universe – expand humanity to become a multiplanet, then interstellar, species to see what’s out there.” @elonmusk https://t.co/wMQ2xn0gPY  (Sun 02:54:33) https://twitter.com/AIFutureDesign/status/1655068687236300800
[23/05/07 03:03:02] @elonmusk - RT @HelpfulNotes - Automatically QTs @CommunityNotes that have been rated Helpful by contributors. To appear here, notes must have kept their status of Helpful for 24hr, and have a high helpfulness score (0.45+ intercept score). How do notes become Helpful? https://t.co/0pxFVShmxI  (Sun 03:00:16) https://twitter.com/HelpfulNotes/status/1637928442145505280
[23/05/07 03:39:03] @elonmusk - RT @einarvollset - I read @paulg’s “How to Make Wealth” in Hackers & Painters when I was in my mid twenties. It’s one of those pieces that blew my mind because it made me realize that I’d been wrong about something my whole life. The key section for me was the “Pie Fallacy”: https://t.co/LL4hG4CpdG  (Sun 03:36:27) https://twitter.com/einarvollset/status/1654893992495177728
[23/05/08 08:36:09] @elonmusk - RT @Tesla - Tesla Lithium Refinery groundbreaking will be streamed live on Twitter at 3 PM CDT	(Mon 08:35:18) https://twitter.com/Tesla/status/1655596008246587394
[23/05/08 10:15:06] @elonmusk - RT @teslaeurope - First Model Y deliveries in Türkiye https://t.co/2ojoUUggHt  (Mon 10:13:22) https://twitter.com/teslaeurope/status/1655621473707470849
[23/05/08 12:09:05] @elonmusk - RT @NASAUniverse - In the time it takes you to read this tweet, the expansion of the universe will carry this gorgeous spiral galaxy, called NGC 3147, another 31,000 miles away from us. That’s about four Earth diameters. #MondayMotivation https://t.co/f5xseRFJ27	(Mon 12:07:39) https://twitter.com/NASAUniverse/status/1655600720924557313
[23/05/08 12:57:05] @elonmusk - RT @Tesla - Tesla Lithium Groundbreaking Ceremony https://t.co/0MCiZvQLHl  (Mon 12:54:17) https://twitter.com/Tesla/status/1655662062217863169
[23/05/08 14:12:05] @elonmusk - RT @Tesla - Increasing lithium refining capacity is critical to a sustainable energy economy—today, we're breaking ground on our in-house lithium refinery outside of Corpus Christi, TX.  This facility will also prioritize the elimination of a challenging refinery byproduct (sodium sulfate).… https://t.co/oFvgQRZYKJ https://t.co/mBnDBLNrW7  (Mon 14:09:47) https://twitter.com/Tesla/status/1655673425736638473
[23/05/09 09:51:04] @elonmusk - RT @Starlink - First passenger rail service in the world to adopt Starlink! 🛰🚆 https://t.co/rVaVgzMRiL	 (Tue 09:49:21) https://twitter.com/Starlink/status/1655976360509329408
[23/05/09 21:42:05] @elonmusk - RT @TwitterMktg - "Twitter has proven itself to be among the best, if not the best, platform for return on ad spend and conversion campaigns right now." - @SeanEcom CEO, The Ridge Wallet  Stand out in a crowded DTC market 👇 https://t.co/GW0jx0w510  (Tue 21:40:01) https://twitter.com/TwitterMktg/status/1655981859447111701
[23/05/09 22:51:02] @elonmusk - RT @Tesla - The spice must flow https://t.co/yIw4qh8fvA	 (Tue 22:49:25) https://twitter.com/Tesla/status/1656096211177275393
[23/05/09 23:42:08] @elonmusk - RT @Tesla - Vote at the 2023 Tesla Shareholder Meeting → https://t.co/CyAEPISeBg  (Tue 23:38:52) https://twitter.com/Tesla/status/1655950752978989059
[23/05/10 11:21:03] @elonmusk - RT @teslaeurope - S3XY vehicles 🤝 hot engineers 🥵 Our field quality engineers head to Dubai at the hottest time of the year for extreme heat & durability testing—temperatures reach over 50°C https://t.co/ijxGJXW5ki  (Wed 11:19:07) https://twitter.com/teslaeurope/status/1656348593677008901
[23/05/10 14:39:02] @elonmusk - RT @CommunityNotes - Contributors’ time is valuable, and best spent reviewing high quality notes. Today we’re making the number of notes one can write in 24h proportional to their track record. The more helpful notes you’ve written, the more you can write. If you hit your limit, you’ll see this: https://t.co/aKr2kJH6SS  (Wed 14:37:37) https://twitter.com/CommunityNotes/status/1656399451894718464
[23/05/11 10:54:05] @elonmusk - RT @TIME - J. Robert Oppenheimer's grandson: "We must get over our cognitive and political bias: Nuclear energy is necessary and safe, and not the same as nuclear weapons" https://t.co/sq2Z2oMrK7  (Thu 10:51:51) https://twitter.com/TIME/status/1656668737247023111
[23/05/11 12:54:04] @elonmusk - RT @Twitter - Say goodbye to prying eyes and hello to secure conversations. We're giving early access to Encrypted Direct Messages v1 to our verified users. We're excited to get feedback, improve the experience, and roll it out to even more users. Learn more: https://t.co/xl5Juz1pyy  (Thu 12:53:50) https://twitter.com/Twitter/status/1656697812266909696
[23/05/11 14:03:02] @elonmusk - RT @teslaenergy - Powerwall now available in Spain → https://t.co/LIVszp431d  (Thu 14:01:29) https://twitter.com/teslaenergy/status/1656692526420746241
[23/05/12 10:42:04] @elonmusk - RT @Subscriptions - You asked (loudly), we listened. We’ve reduced the signup flow for creators from 27 steps to just 4. It’s never been easier to earn a living on Twitter. Tap on “Monetization” in settings to apply today.	(Fri 10:41:28) https://twitter.com/Subscriptions/status/1657073688632762368
[23/05/13 19:33:04] @elonmusk - RT @dvorahfr - "The most reliable way to predict the future is to create it." - Abraham Lincoln https://t.co/BdifivIXsC	 (Sat 19:31:23) https://twitter.com/dvorahfr/status/1657060545021739009
[23/05/17 12:24:08] @elonmusk - RT @ThomasAlxDmy - Once you’ve tasted the full phone to car and technological experience of a Tesla you can’t go back to any other cars. There’s nothing like it on the market by a mile. It’s all the small things that quickly adds up to make you never want to drive anything else, ever. https://t.co/3PVEfYAFrY  (Wed 12:22:44) https://twitter.com/ThomasAlxDmy/status/1658688037788991493
[23/05/19 14:54:05] @elonmusk - RT @ehikian - https://t.co/3kyUjBEfDO  (Fri 14:52:51) https://twitter.com/ehikian/status/1659670588598923265
[23/05/20 13:48:06] @elonmusk - RT @TwitterEng - Sharing another update on the changes we’ve made to our open source repos this week and a preview of what’s next 🧵 https://t.co/sF9ebF0s2X  (Sat 13:46:07) https://twitter.com/TwitterEng/status/1659678764333428736
[23/05/22 08:36:05] @elonmusk - RT @votetimscott - Let's go! https://t.co/w12l1nKrrg  (Mon 08:35:52) https://twitter.com/votetimscott/status/1660667194257047552
[23/05/22 11:21:04] @elonmusk - RT @Space_Station - Welcome aboard the station #Ax2! The four @Axiom_Space private astronauts entered the orbital outpost after opening the @SpaceX Dragon crew ship hatch at 11am ET today. https://t.co/RlZjpuzKHI  (Mon 11:20:20) https://twitter.com/Space_Station/status/1660677129699495937
[23/05/22 13:00:12] @elonmusk - RT @ehikian - fwiw you can post thirst pics on twitter too  (Mon 12:59:06) https://twitter.com/ehikian/status/1660417995255214081
[23/05/23 11:12:09] @elonmusk - RT @BillMelugin_ - BREAKING: @FoxNews confirms Florida Governor @RonDeSantis will announce his 2024 Presidential run tomorrow night, 6pm ET in a Twitter Spaces interview with @elonmusk.  (Tue 11:10:34) https://twitter.com/BillMelugin_/status/1661071316664094720
[23/05/23 21:21:06] @elonmusk - RT @teslaownersSV - Twitter is the town square of the people  (Tue 21:20:54) https://twitter.com/teslaownersSV/status/1661224793037996033
[23/05/24 23:21:03] @elonmusk - RT @Teslaconomics - AKA, don’t pull out. @elonmusk https://t.co/JlqUmL1eyp  (Wed 23:19:02) https://twitter.com/Teslaconomics/status/1661594434000277508
[23/05/25 13:27:02] @elonmusk - RT @jimfarley98 - https://t.co/EbhWcgI9Gp  (Thu 13:24:36) https://twitter.com/jimfarley98/status/1661826544874954768
[23/05/25 14:18:06] @elonmusk - RT @Teslaconomics - AKA, don’t pull out. @elonmusk https://t.co/JlqUmL1eyp  (Wed 23:19:02) https://twitter.com/Teslaconomics/status/1661594434000277508
[23/05/25 19:42:05] @elonmusk - RT @TeslaCharging - Excited to welcome Ford owners to thousands of Superchargers across North America next year⚡✌️ https://t.co/giU8PKHexE  (Thu 19:40:41) https://twitter.com/TeslaCharging/status/1661873915189415937
[23/05/25 19:48:07] @elonmusk - RT @Ford - Coming soon: More locations to charge your Ford® electric vehicle. Thousands of them. @Tesla	 https://t.co/FayrARjD3s https://t.co/CtDEcqvdwu  (Thu 19:47:00) https://twitter.com/Ford/status/1661848710769266688
[23/05/26 17:03:06] @elonmusk - RT @Tesla - Thank you to Tesla owners for making Model Y the world’s bestselling car in Q1 this year!  (Fri 17:01:06) https://twitter.com/Tesla/status/1662047422397251584
[23/05/27 08:51:09] @elonmusk - RT @Tesla - Regenerative braking enables you to bring your Tesla to a complete stop without using the brake pedal, maximizing efficiency & reducing wear & tear Also, traction & stability controls are active during regen, giving you more control during deceleration https://t.co/5vOdyxXEu6  (Sat 08:48:06) https://twitter.com/Tesla/status/1662475290486906881
[23/05/27 20:00:14] @elonmusk - RT @Grimezsz - End Poem of minecraft is literally the best thing I've ever read?? So worth reading the whole thing: https://t.co/Uh1el5NqKc https://t.co/BPrNWtMSon  (Sat 19:57:00) https://twitter.com/Grimezsz/status/1662640969630781442
[23/06/01 14:45:10] @elonmusk - RT @DirtyTesLa - Powerwall is one of the best products I've ever purchased. Nothing but sunny blue skies for over a week, yet power is out for 5k+ customers. Check out more details of my @Tesla Powerwall experience here https://t.co/8zaghChvEx https://t.co/fWHc95f2m6  (Thu 14:43:52) https://twitter.com/DirtyTesLa/status/1664031205430374402
[23/06/02 13:48:18] @elonmusk - RT @SawyerMerritt - BREAKING: @Tesla says ALL new Model 3 vehicles in the US now qualify for the full $7,500 EV tax credit, meaning the Model 3 now starts at $32,740 (with incentives). In some states, you can get it for under $30k. Before, the RWD and Long Range versions only qualified for $3,750. https://t.co/6K3aW60vse  (Fri 13:45:32) https://twitter.com/SawyerMerritt/status/1664723258627817478
[23/06/02 20:57:03] @elonmusk - RT @tegmark - Dagan Shani has IMHO made the most important film of the year - about the harsh #AI truth: https://t.co/Ajshj0MyQe  (Fri 20:55:28) https://twitter.com/tegmark/status/1664830152193323008
[23/06/05 08:39:03] @elonmusk - RT @Tesla - Beat previous record by >8 seconds! https://t.co/BLtZV9WGYM	 (Mon 08:38:41) https://twitter.com/Tesla/status/1665068919109951489
[23/06/06 07:15:06] @elonmusk - RT @Space_Station - Over 7,000 pounds of new experiments, new solar arrays, and other cargo has arrived at the station after the @SpaceX Dragon cargo craft docked to the Harmony module at 5:54am ET today. https://t.co/L1U6pEOQfX  (Tue 07:12:12) https://twitter.com/Space_Station/status/1666023004579704832
[23/06/06 18:21:04] @elonmusk - RT @neuralink - We currently have over 20 of our latest generation implants that have passed the 5-year mark of accelerated aging on benchtop (and still going!) 5🚀 #techtuesday https://t.co/cA16Hje8dd  (Tue 18:20:40) https://twitter.com/neuralink/status/1666248950431760384
[23/06/11 15:09:06] @elonmusk - RT @Tesla - Sentry Mode enables your Tesla to monitor & record potential threats while parked https://t.co/LR4inVjZlc  (Sun 15:06:44) https://twitter.com/Tesla/status/1667910869613703169
[23/06/14 00:18:05] @elonmusk - RT @Tesla - Within 15 mins, you can recover up to 200 miles/275 km https://t.co/D64SvNSleH  (Wed 00:16:54) https://twitter.com/Tesla/status/1668675404939272196
[23/06/14 17:42:06] @elonmusk - RT @teslaenergy - Powerwall with Backup Switch automatically detects grid outages & powers your home when you need it most → https://t.co/gteSURtsnM https://t.co/pSmmFWAzxM  (Wed 17:41:19) https://twitter.com/teslaenergy/status/1669136359309836288
[23/06/15 12:15:08] @elonmusk - RT @GiorgiaMeloni - Ho accolto con grande piacere oggi a Palazzo Chigi @elonmusk. Un incontro molto proficuo e un momento di grande cordialità dove abbiamo affrontato alcuni temi cruciali: innovazione, opportunità e rischi dell'intelligenza artificiale, regole europee di mercato e natalità. Avanti… https://t.co/QO1kHgZkxO https://t.co/MOQlirj7XC  (Thu 12:14:51) https://twitter.com/GiorgiaMeloni/status/1669405422497800193
